Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption (Comb) (L/100 km),CO2 Emissions (g/km)
Acura,Integra,Full-size,1.5,4,AV7,Z,7.2,167
Acura,Integra A-SPEC,Full-size,1.5,4,AV7,Z,7.4,172
Acura,Integra A-SPEC,Full-size,1.5,4,M6,Z,7.8,181
Acura,MDX SH-AWD,SUV: Small,3.5,6,AS10,Z,11.2,263
Acura,MDX SH-AWD Type S,SUV: Standard,3,6,AS10,Z,12.4,291
Acura,RDX SH-AWD,SUV: Small,2,4,AS10,Z,9.9,232
Acura,RDX SH-AWD A-SPEC,SUV: Small,2,4,AS10,Z,10.3,242
Acura,TLX SH-AWD,Compact,2,4,AS10,Z,9.8,230
Acura,TLX SH-AWD A-SPEC,Compact,2,4,AS10,Z,9.8,231
Acura,TLX Type S,Compact,3,6,AS10,Z,11,256
Alfa Romeo,Giulia,Mid-size,2,4,A8,Z,8.7,205
Alfa Romeo,Giulia AWD,Mid-size,2,4,A8,Z,9.2,217
Alfa Romeo,Giulia Quadrifoglio,Mid-size,2.9,6,A8,Z,11.6,271
Alfa Romeo,Stelvio,SUV: Small,2,4,A8,Z,9.3,218
Alfa Romeo,Stelvio AWD,SUV: Small,2,4,A8,Z,9.6,226
Alfa Romeo,Stelvio AWD Quadrifoglio,SUV: Small,2.9,6,A8,Z,12.3,288
Alfa Romeo,Tonale AWD,SUV: Small,2,4,A9,X,9.8,231
Aston Martin,DB11 V8,Minicompact,4,8,A8,Z,11.5,271
Aston Martin,DB11 V12,Minicompact,5.2,12,A8,Z,13.8,324
Aston Martin,DBS V12,Minicompact,5.2,12,A8,Z,13.8,324
Aston Martin,DBX V8,SUV: Standard,4,8,A9,Z,14.6,343
Aston Martin,DBX707,SUV: Standard,4,8,A9,Z,14,329
Aston Martin,Vantage V8,Two-seater,4,8,A8,Z,11.5,270
Aston Martin,V12 Vantage,Two-seater,5.2,12,A8,Z,14.3,337
Audi,A3 40 TFSI quattro,Subcompact,2,4,AM7,X,7.9,183
Audi,A4 Sedan 45 TFSI quattro,Compact,2,4,AM7,Z,8.7,203
Audi,A4 allroad 45 TFSI quattro,Station wagon: Small,2,4,AM7,Z,9.1,214
Audi,A5 Cabriolet 45 TFSI quattro,Subcompact,2,4,AM7,Z,8.9,208
Audi,A5 Coup� 45 TFSI quattro,Subcompact,2,4,AM7,Z,8.7,203
Audi,A5 Sportback 45 TFSI quattro,Mid-size,2,4,AM7,Z,8.7,203
Audi,A6 45 TFSI quattro,Mid-size,2,4,AM7,Z,8.9,207
Audi,A6 55 TFSI quattro,Mid-size,3,6,AM7,Z,9.6,224
Audi,A6 allroad 55 TFSI quattro,Station wagon: Mid-size,3,6,AM7,Z,9.6,224
Audi,A7 Sportback 55 TFSI quattro,Mid-size,3,6,AM7,Z,9.6,224
Audi,A8 L Sedan 55 TFSI quattro,Full-size,3,6,AS8,Z,10.6,247
Audi,Q3 40 TFSI quattro,SUV: Small,2,4,AS8,X,9.6,224
Audi,Q3 45 TFSI quattro,SUV: Small,2,4,AS8,X,10,233
Audi,Q5 40 TFSI quattro,SUV: Small,2,4,AM7,Z,9.3,217
Audi,Q5 45 TFSI quattro,SUV: Small,2,4,AM7,Z,9.5,223
Audi,Q5 Sportback 45 TFSI quattro,SUV: Small,2,4,AM7,Z,9.5,223
Audi,Q7 45 TFSI quattro,SUV: Standard,2,4,AS8,Z,11,257
Audi,Q7 55 TFSI quattro,SUV: Standard,3,6,AS8,Z,12,281
Audi,Q8 55 TFSI quattro,SUV: Standard,3,6,AS8,Z,11.7,273
Audi,R8 Coup� Performance,Two-seater,5.2,10,AM7,Z,13.7,320
Audi,R8 Coup� Performance quattro,Two-seater,5.2,10,AM7,Z,15.5,361
Audi,R8 Spyder Performance,Two-seater,5.2,10,AM7,Z,13.7,320
Audi,R8 Spyder Performance quattro,Two-seater,5.2,10,AM7,Z,15.5,361
Audi,R8 GT Coup�,Two-seater,5.2,10,AM7,Z,14,328
Audi,RS 5 Coup� quattro,Subcompact,2.9,6,AS8,Z,11.4,266
Audi,RS 5 Sportback quattro,Mid-size,2.9,6,AS8,Z,11.5,267
Audi,RS 6 Avant quattro,Station wagon: Mid-size,4,8,AS8,Z,14.1,328
Audi,RS 7 Sportback quattro,Mid-size,4,8,AS8,Z,14.1,328
Audi,RS Q8 quattro,SUV: Standard,4,8,AS8,Z,15,349
Audi,S3 quattro,Subcompact,2,4,AM7,Z,8.9,207
Audi,S4 Sedan quattro,Compact,3,6,AS8,Z,9.7,226
Audi,S5 Cabriolet quattro,Subcompact,3,6,AS8,Z,10,233
Audi,S5 Coup� quattro,Subcompact,3,6,AS8,Z,9.7,226
Audi,S5 Sportback quattro,Mid-size,3,6,AS8,Z,9.7,226
Audi,S6 quattro,Mid-size,2.9,6,AS8,Z,10.8,254
Audi,S7 quattro,Mid-size,2.9,6,AS8,Z,10.8,254
Audi,S8 Sedan quattro,Full-size,4,8,AS8,Z,13.4,313
Audi,SQ5 quattro,SUV: Small,3,6,AS8,Z,11.2,262
Audi,SQ5 Sportback quattro,SUV: Small,3,6,AS8,Z,11.2,262
Audi,SQ7 quattro,SUV: Standard,4,8,AS8,Z,13.9,325
Audi,SQ8 quattro,SUV: Standard,4,8,AS8,Z,13.9,325
Audi,TT Coup� 45 TFSI quattro,Subcompact,2,4,AM7,X,9.4,221
Audi,TT Roadster 45 TFSI quattro,Two-seater,2,4,AM7,X,9.4,221
Audi,TTS Coup� quattro,Subcompact,2,4,AM7,Z,9,209
Bentley,Bentayga,SUV: Standard,4,8,AS8,Z,14,328
Bentley,Bentayga EWB,SUV: Standard,4,8,AS8,Z,14,328
Bentley,Bentayga Speed,SUV: Standard,6,12,AS8,Z,16.3,383
Bentley,Continental GT,Subcompact,4,8,AM8,Z,13.1,307
Bentley,Continental GT Speed,Subcompact,6,12,AM8,Z,16.2,379
Bentley,Continental GTC,Minicompact,4,8,AM8,Z,13.4,315
Bentley,Continental GTC Speed,Minicompact,6,12,AM8,Z,17,395
Bentley,Flying Spur,Mid-size,4,8,AM8,Z,13.6,319
Bentley,Flying Spur Speed,Mid-size,6,12,AM8,Z,16,373
BMW,230i xDrive Coupe,Subcompact,2,4,AS8,Z,8.4,195
BMW,330i xDrive Sedan,Compact,2,4,AS8,Z,8.6,200
BMW,430i xDrive Cabriolet,Subcompact,2,4,AS8,Z,8.7,203
BMW,430i xDrive Coupe,Subcompact,2,4,AS8,Z,8.7,203
BMW,530i xDrive Sedan,Mid-size,2,4,AS8,Z,8.9,206
BMW,540i xDrive Sedan,Mid-size,3,6,AS8,Z,9.4,219
BMW,760i xDrive Sedan,Full-size,4.4,8,AS8,Z,11.3,261
BMW,ALPINA B8 Gran Coupe,Mid-size,4.4,8,AS8,Z,12.2,284
BMW,ALPINA XB7,SUV: Standard,4.4,8,AS8,Z,13.6,314
BMW,M2 Coupe,Subcompact,3,6,AS8,Z,12.7,294
BMW,M2 Coupe,Subcompact,3,6,M6,Z,12.4,287
BMW,M240i xDrive Coupe,Subcompact,3,6,AS8,Z,9,210
BMW,M3 Sedan,Compact,3,6,M6,Z,12.6,293
BMW,M3 Competition M xDrive Sedan,Compact,3,6,AS8,Z,12.7,296
BMW,M340i xDrive Sedan,Compact,3,6,AS8,Z,9,210
BMW,M4 Competition M xDrive Cabriolet,Subcompact,3,6,AS8,Z,12.9,301
BMW,M4 Coupe,Subcompact,3,6,M6,Z,12.6,293
BMW,M4 Competition M xDrive Coupe,Subcompact,3,6,AS8,Z,12.7,296
BMW,M4 CSL Coupe,Subcompact,3,6,AS8,Z,12.9,301
BMW,M440i xDrive Cabriolet,Subcompact,3,6,AS8,Z,9.3,216
BMW,M440i xDrive Coupe,Subcompact,3,6,AS8,Z,9.3,216
BMW,M5 Sedan,Mid-size,4.4,8,AS8,Z,13.8,324
BMW,M5 Competition Sedan,Mid-size,4.4,8,AS8,Z,13.8,324
BMW,M550i xDrive Sedan,Mid-size,4.4,8,AS8,Z,12,277
BMW,M8 Competition Cabriolet,Subcompact,4.4,8,AS8,Z,13.7,321
BMW,M8 Competition Coupe,Subcompact,4.4,8,AS8,Z,13.7,321
BMW,M8 Competition Gran Coupe,Mid-size,4.4,8,AS8,Z,13.7,321
BMW,M850i xDrive Cabriolet,Subcompact,4.4,8,AS8,Z,12.2,284
BMW,M850i xDrive Coupe,Subcompact,4.4,8,AS8,Z,12.2,284
BMW,M850i xDrive Gran Coupe,Mid-size,4.4,8,AS8,Z,12.2,284
BMW,X1 xDrive28i,SUV: Small,2,4,AM7,Z,8.4,195
BMW,X3 xDrive30i,SUV: Small,2,4,AS8,Z,9.9,229
BMW,X3 M,SUV: Small,3,6,AS8,Z,13.9,323
BMW,X3 M Competition,SUV: Small,3,6,AS8,Z,13.9,323
BMW,X3 M40i,SUV: Small,3,6,AS8,Z,10.1,235
BMW,X4 xDrive30i,SUV: Small,2,4,AS8,Z,9.9,229
BMW,X4 M,SUV: Small,3,6,AS8,Z,13.9,323
BMW,X4 M Competition,SUV: Small,3,6,AS8,Z,13.9,323
BMW,X4 M40i,SUV: Small,3,6,AS8,Z,10.1,235
BMW,X5 xDrive40i,SUV: Standard,3,6,AS8,Z,10.4,242
BMW,X5 M,SUV: Standard,4.4,8,AS8,Z,15.7,364
BMW,X5 M Competition,SUV: Standard,4.4,8,AS8,Z,15.7,364
BMW,X5 M50i,SUV: Standard,4.4,8,AS8,Z,13,302
BMW,X6 xDrive40i,SUV: Standard,3,6,AS8,Z,10.4,242
BMW,X6 M,SUV: Standard,4.4,8,AS8,Z,15.7,364
BMW,X6 M Competition,SUV: Standard,4.4,8,AS8,Z,15.7,364
BMW,X6 M50i,SUV: Standard,4.4,8,AS8,Z,13,302
BMW,X7 xDrive40i,SUV: Standard,3,6,AS8,Z,10.5,243
BMW,X7 M60i xDrive,SUV: Standard,4.4,8,AS8,Z,12.9,299
BMW,Z4 sDrive30i,Two-seater,2,4,AS8,Z,8.4,194
BMW,Z4 M40i,Two-seater,3,6,AS8,Z,9.1,210
Bugatti,Chiron,Two-seater,8,16,AM7,Z,22.2,522
Bugatti,Chiron Pur Sport,Two-seater,8,16,AM7,Z,26.1,608
Bugatti,Chiron Super Sport,Two-seater,8,16,AM7,Z,26.1,608
Buick,Enclave AWD,SUV: Standard,3.6,6,A9,X,11.8,277
Buick,Encore GX,SUV: Small,1.2,3,AV,X,7.8,184
Buick,Encore GX,SUV: Small,1.3,3,AV,X,7.9,185
Buick,Encore GX AWD,SUV: Small,1.3,3,A9,X,8.6,202
Buick,Envision,SUV: Small,2,4,AS9,X,9,211
Buick,Envision AWD,SUV: Small,2,4,AS9,X,9.5,222
Cadillac,CT4,Compact,2,4,AS8,Z,8.8,206
Cadillac,CT4,Compact,2.7,4,AS10,Z,9.5,221
Cadillac,CT4 AWD,Compact,2,4,AS8,Z,9.2,216
Cadillac,CT4 AWD,Compact,2.7,4,AS10,Z,9.9,231
Cadillac,CT4-V,Compact,2.7,4,AS10,Z,10.2,239
Cadillac,CT4-V AWD,Compact,2.7,4,AS10,Z,10.4,244
Cadillac,CT4-V Blackwing,Compact,3.6,6,AS10,Z,12.6,297
Cadillac,CT4-V Blackwing,Compact,3.6,6,M6,Z,13,303
Cadillac,CT5,Mid-size,2,4,AS10,Z,8.8,207
Cadillac,CT5,Mid-size,3,6,AS10,Z,10.7,252
Cadillac,CT5 AWD,Mid-size,2,4,AS10,Z,9.5,222
Cadillac,CT5 AWD,Mid-size,3,6,AS10,Z,11.3,265
Cadillac,CT5-V,Mid-size,3,6,AS10,Z,11.2,263
Cadillac,CT5-V AWD,Mid-size,3,6,AS10,Z,11.3,265
Cadillac,CT5-V Blackwing,Mid-size,6.2,8,AS10,Z,14.8,347
